orderId,customerId,item,quantity
SP.POP.DPND.YG,CSS,"Age dependency ratio, young (% of working-age population)",1960
SP.DYN.CBRT.IN,CSS,"Birth rate, crude (per 1,000 people)",1960
EN.ATM.CO2E.KT,CSS,CO2 emissions (kt),1960
EN.ATM.CO2E.PC,CSS,CO2 emissions (metric tons per capita),1960
EN.ATM.CO2E.GF.ZS,CSS,CO2 emissions from gaseous fuel consumption (% of total),1960
EN.ATM.CO2E.LF.ZS,CSS,CO2 emissions from liquid fuel consumption (% of total),1960
EN.ATM.CO2E.LF.KT,CSS,CO2 emissions from liquid fuel consumption (kt),1960
EN.ATM.CO2E.SF.ZS,CSS,CO2 emissions from solid fuel consumption (% of total),1960
SP.DYN.CDRT.IN,CSS,"Death rate, crude (per 1,000 people)",1960
NE.EXP.GNFS.CD,CSS,Exports of goods and services (current US$),1960
SP.DYN.TFRT.IN,CSS,"Fertility rate, total (births per woman)",1960
NY.GDP.MKTP.CD,CSS,GDP at market prices (current US$),1960
NY.GDP.PCAP.CD,CSS,GDP per capita (current US$),1960
NY.GNP.MKTP.CD,CSS,GNI (current US$),1960
NE.GDI.TOTL.CD,CSS,Gross capital formation (current US$),1960
SH.MED.BEDS.ZS,CSS,"Hospital beds (per 1,000 people)",1960
SM.POP.TOTL.ZS,CSS,International migrant stock (% of population),1960
SM.POP.TOTL,CSS,"International migrant stock, total",1960
SP.DYN.LE00.FE.IN,CSS,"Life expectancy at birth, female (years)",1960
SP.DYN.LE00.MA.IN,CSS,"Life expectancy at birth, male (years)",1960
SP.DYN.LE00.IN,CSS,"Life expectancy at birth, total (years)",1960
TX.VAL.MRCH.CD.WT,CSS,Merchandise exports (current US$),1960
TX.VAL.MRCH.WL.CD,CSS,Merchandise exports by the reporting economy (current US$),1960
TX.VAL.MRCH.RS.ZS,CSS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1960
TX.VAL.MRCH.R1.ZS,CSS,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),1960
TX.VAL.MRCH.R3.ZS,CSS,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),1960
TX.VAL.MRCH.R4.ZS,CSS,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),1960
TX.VAL.MRCH.R5.ZS,CSS,Merchandise exports to developing economies in South Asia (% of total merchandise exports),1960
TX.VAL.MRCH.R6.ZS,CSS,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),1960
TX.VAL.MRCH.OR.ZS,CSS,Merchandise exports to developing economies outside region (% of total merchandise exports),1960
TX.VAL.MRCH.WR.ZS,CSS,Merchandise exports to developing economies within region (% of total merchandise exports),1960
TX.VAL.MRCH.AL.ZS,CSS,Merchandise exports to economies in the Arab World (% of total merchandise exports),1960
TX.VAL.MRCH.HI.ZS,CSS,Merchandise exports to high-income economies (% of total merchandise exports),1960
TM.VAL.MRCH.CD.WT,CSS,Merchandise imports (current US$),1960
TM.VAL.MRCH.WL.CD,CSS,Merchandise imports by the reporting economy (current US$),1960
TM.VAL.MRCH.RS.ZS,CSS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1960
TM.VAL.MRCH.R1.ZS,CSS,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),1960
TM.VAL.MRCH.R3.ZS,CSS,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),1960
TM.VAL.MRCH.R4.ZS,CSS,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),1960
TM.VAL.MRCH.R5.ZS,CSS,Merchandise imports from developing economies in South Asia (% of total merchandise imports),1960
TM.VAL.MRCH.R6.ZS,CSS,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),1960
TM.VAL.MRCH.OR.ZS,CSS,Merchandise imports from developing economies outside region (% of total merchandise imports),1960
TM.VAL.MRCH.WR.ZS,CSS,Merchandise imports from developing economies within region (% of total merchandise imports),1960
TM.VAL.MRCH.AL.ZS,CSS,Merchandise imports from economies in the Arab World (% of total merchandise imports),1960
TM.VAL.MRCH.HI.ZS,CSS,Merchandise imports from high-income economies (% of total merchandise imports),1960
TG.VAL.TOTL.GD.ZS,CSS,Merchandise trade (% of GDP),1960
IT.CEL.SETS,CSS,Mobile cellular subscriptions,1960
IT.CEL.SETS.P2,CSS,Mobile cellular subscriptions (per 100 people),1960
SP.DYN.AMRT.FE,CSS,"Mortality rate, adult, female (per 1,000 female adults)",1960
SP.DYN.AMRT.MA,CSS,"Mortality rate, adult, male (per 1,000 male adults)",1960
SP.DYN.IMRT.IN,CSS,"Mortality rate, infant (per 1,000 live births)",1960
SH.DYN.MORT,CSS,"Mortality rate, under-5 (per 1,000)",1960
DC.DAC.CANL.CD,CSS,"Net bilateral aid flows from DAC donors, Canada (current US$)",1960
DC.DAC.NLDL.CD,CSS,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",1960
DC.DAC.TOTL.CD,CSS,"Net bilateral aid flows from DAC donors, Total (current US$)",1960
DC.DAC.GBRL.CD,CSS,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",1960
DT.ODA.ODAT.GN.ZS,CSS,Net ODA received (% of GNI),1960
DT.ODA.ODAT.GI.ZS,CSS,Net ODA received (% of gross capital formation),1960
DT.ODA.ODAT.PC.ZS,CSS,Net ODA received per capita (current US$),1960
DT.ODA.ALLD.KD,CSS,Net official development assistance and official aid received (constant 2012 US$),1960
DT.ODA.ALLD.CD,CSS,Net official development assistance and official aid received (current US$),1960
DT.ODA.ODAT.KD,CSS,Net official development assistance received (constant 2012 US$),1960
DT.ODA.ODAT.CD,CSS,Net official development assistance received (current US$),1960
SP.POP.65UP.TO.ZS,CSS,Population ages 65 and above (% of total),1960
SP.POP.0014.TO.ZS,CSS,"Population, ages 0-14 (% of total)",1960
SP.POP.1564.TO.ZS,CSS,"Population, ages 15-64 (% of total)",1960
SP.POP.TOTL.FE.ZS,CSS,"Population, female (% of total)",1960
SP.POP.TOTL,CSS,"Population, total",1960
SP.RUR.TOTL,CSS,Rural population,1960
SP.RUR.TOTL.ZS,CSS,Rural population (% of total population),1960
SP.DYN.TO65.FE.ZS,CSS,"Survival to age 65, female (% of cohort)",1960
SP.DYN.TO65.MA.ZS,CSS,"Survival to age 65, male (% of cohort)",1960
SP.URB.TOTL,CSS,Urban population,1960
SP.URB.TOTL.IN.ZS,CSS,Urban population (% of total),1960
SP.ADO.TFRT,CEB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",1960
SP.POP.DPND,CEB,Age dependency ratio (% of working-age population),1960
SP.POP.DPND.OL,CEB,"Age dependency ratio, old (% of working-age population)",1960
SP.POP.DPND.YG,CEB,"Age dependency ratio, young (% of working-age population)",1960
EG.USE.COMM.CL.ZS,CEB,Alternative and nuclear energy (% of total energy use),1960
MS.MIL.XPRT.KD,CEB,Arms exports (SIPRI trend indicator values),1960
MS.MIL.MPRT.KD,CEB,Arms imports (SIPRI trend indicator values),1960
SP.DYN.CBRT.IN,CEB,"Birth rate, crude (per 1,000 people)",1960
EN.ATM.CO2E.KT,CEB,CO2 emissions (kt),1960
EN.ATM.CO2E.PC,CEB,CO2 emissions (metric tons per capita),1960
EN.CO2.ETOT.ZS,CEB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",1960
EN.ATM.CO2E.GF.ZS,CEB,CO2 emissions from gaseous fuel consumption (% of total),1960
EN.ATM.CO2E.LF.ZS,CEB,CO2 emissions from liquid fuel consumption (% of total),1960
EN.CO2.MANF.ZS,CEB,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),1960
EN.CO2.OTHX.ZS,CEB,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",1960
EN.CO2.BLDG.ZS,CEB,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),1960
EN.ATM.CO2E.SF.ZS,CEB,CO2 emissions from solid fuel consumption (% of total),1960
EN.ATM.CO2E.SF.KT,CEB,CO2 emissions from solid fuel consumption (kt),1960
EN.CO2.TRAN.ZS,CEB,CO2 emissions from transport (% of total fuel combustion),1960
EN.ATM.CO2E.EG.ZS,CEB,CO2 intensity (kg per kg of oil equivalent energy use),1960
EG.USE.CRNW.ZS,CEB,Combustible renewables and waste (% of total energy),1960
SP.DYN.CDRT.IN,CEB,"Death rate, crude (per 1,000 people)",1960
EG.ELC.LOSS.ZS,CEB,Electric power transmission and distribution losses (% of output),1960
EG.ELC.RNWX.KH,CEB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1960
EG.IMP.CONS.ZS,CEB,"Energy imports, net (% of energy use)",1960
SP.DYN.TFRT.IN,CEB,"Fertility rate, total (births per woman)",1960
EG.USE.COMM.FO.ZS,CEB,Fossil fuel energy consumption (% of total),1960
SM.POP.TOTL.ZS,CEB,International migrant stock (% of population),1960
SM.POP.TOTL,CEB,"International migrant stock, total",1960
SP.DYN.LE00.FE.IN,CEB,"Life expectancy at birth, female (years)",1960
SP.DYN.LE00.MA.IN,CEB,"Life expectancy at birth, male (years)",1960
SP.DYN.LE00.IN,CEB,"Life expectancy at birth, total (years)",1960
TX.VAL.MRCH.WL.CD,CEB,Merchandise exports by the reporting economy (current US$),1960
TX.VAL.MRCH.RS.ZS,CEB,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1960
TX.VAL.MRCH.R1.ZS,CEB,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),1960
TX.VAL.MRCH.R3.ZS,CEB,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),1960
TX.VAL.MRCH.R4.ZS,CEB,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),1960
TX.VAL.MRCH.R5.ZS,CEB,Merchandise exports to developing economies in South Asia (% of total merchandise exports),1960
TX.VAL.MRCH.R6.ZS,CEB,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),1960
TX.VAL.MRCH.OR.ZS,CEB,Merchandise exports to developing economies outside region (% of total merchandise exports),1960
TX.VAL.MRCH.AL.ZS,CEB,Merchandise exports to economies in the Arab World (% of total merchandise exports),1960
TX.VAL.MRCH.HI.ZS,CEB,Merchandise exports to high-income economies (% of total merchandise exports),1960
TM.VAL.MRCH.WL.CD,CEB,Merchandise imports by the reporting economy (current US$),1960
TM.VAL.MRCH.RS.ZS,CEB,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1960
TM.VAL.MRCH.R1.ZS,CEB,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),1960
TM.VAL.MRCH.R3.ZS,CEB,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),1960
TM.VAL.MRCH.R4.ZS,CEB,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),1960
TM.VAL.MRCH.R5.ZS,CEB,Merchandise imports from developing economies in South Asia (% of total merchandise imports),1960
TM.VAL.MRCH.R6.ZS,CEB,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),1960
TM.VAL.MRCH.OR.ZS,CEB,Merchandise imports from developing economies outside region (% of total merchandise imports),1960
TM.VAL.MRCH.AL.ZS,CEB,Merchandise imports from economies in the Arab World (% of total merchandise imports),1960
TM.VAL.MRCH.HI.ZS,CEB,Merchandise imports from high-income economies (% of total merchandise imports),1960
IT.CEL.SETS,CEB,Mobile cellular subscriptions,1960
IT.CEL.SETS.P2,CEB,Mobile cellular subscriptions (per 100 people),1960
SP.DYN.AMRT.FE,CEB,"Mortality rate, adult, female (per 1,000 female adults)",1960
SP.DYN.AMRT.MA,CEB,"Mortality rate, adult, male (per 1,000 male adults)",1960
DC.DAC.TOTL.CD,CEB,"Net bilateral aid flows from DAC donors, Total (current US$)",1960
DT.ODA.ALLD.KD,CEB,Net official development assistance and official aid received (constant 2012 US$),1960
DT.ODA.ALLD.CD,CEB,Net official development assistance and official aid received (current US$),1960
SP.POP.65UP.TO.ZS,CEB,Population ages 65 and above (% of total),1960
EN.URB.LCTY.UR.ZS,CEB,Population in the largest city (% of urban population),1960
SP.POP.0014.TO.ZS,CEB,"Population, ages 0-14 (% of total)",1960
SP.POP.1564.TO.ZS,CEB,"Population, ages 15-64 (% of total)",1960
SP.POP.TOTL.FE.ZS,CEB,"Population, female (% of total)",1960
SP.POP.TOTL,CEB,"Population, total",1960
SP.RUR.TOTL,CEB,Rural population,1960
SP.RUR.TOTL.ZS,CEB,Rural population (% of total population),1960
SP.DYN.TO65.FE.ZS,CEB,"Survival to age 65, female (% of cohort)",1960
SP.DYN.TO65.MA.ZS,CEB,"Survival to age 65, male (% of cohort)",1960
SP.URB.TOTL,CEB,Urban population,1960
SP.URB.TOTL.IN.ZS,CEB,Urban population (% of total),1960
SP.ADO.TFRT,EAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",1960
SP.POP.DPND,EAS,Age dependency ratio (% of working-age population),1960
SP.POP.DPND.OL,EAS,"Age dependency ratio, old (% of working-age population)",1960
SP.POP.DPND.YG,EAS,"Age dependency ratio, young (% of working-age population)",1960
NV.AGR.TOTL.KD,EAS,"Agriculture, value added (constant 2005 US$)",1960
EG.USE.COMM.CL.ZS,EAS,Alternative and nuclear energy (% of total energy use),1960
MS.MIL.XPRT.KD,EAS,Arms exports (SIPRI trend indicator values),1960
MS.MIL.MPRT.KD,EAS,Arms imports (SIPRI trend indicator values),1960
SP.DYN.CBRT.IN,EAS,"Birth rate, crude (per 1,000 people)",1960
EN.ATM.CO2E.KD.GD,EAS,CO2 emissions (kg per 2005 US$ of GDP),1960
EN.ATM.CO2E.KT,EAS,CO2 emissions (kt),1960
EN.ATM.CO2E.PC,EAS,CO2 emissions (metric tons per capita),1960
EN.CO2.ETOT.ZS,EAS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",1960
EN.ATM.CO2E.GF.ZS,EAS,CO2 emissions from gaseous fuel consumption (% of total),1960
EN.ATM.CO2E.LF.ZS,EAS,CO2 emissions from liquid fuel consumption (% of total),1960
EN.ATM.CO2E.LF.KT,EAS,CO2 emissions from liquid fuel consumption (kt),1960
EN.CO2.MANF.ZS,EAS,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),1960
EN.CO2.OTHX.ZS,EAS,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",1960
EN.CO2.BLDG.ZS,EAS,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),1960
EN.ATM.CO2E.SF.ZS,EAS,CO2 emissions from solid fuel consumption (% of total),1960
EN.ATM.CO2E.SF.KT,EAS,CO2 emissions from solid fuel consumption (kt),1960
EN.CO2.TRAN.ZS,EAS,CO2 emissions from transport (% of total fuel combustion),1960
EN.ATM.CO2E.EG.ZS,EAS,CO2 intensity (kg per kg of oil equivalent energy use),1960
EG.USE.CRNW.ZS,EAS,Combustible renewables and waste (% of total energy),1960
SP.DYN.CDRT.IN,EAS,"Death rate, crude (per 1,000 people)",1960
EG.ELC.LOSS.ZS,EAS,Electric power transmission and distribution losses (% of output),1960
EG.ELC.RNWX.KH,EAS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1960
EG.IMP.CONS.ZS,EAS,"Energy imports, net (% of energy use)",1960
NE.EXP.GNFS.ZS,EAS,Exports of goods and services (% of GDP),1960
NE.EXP.GNFS.CD,EAS,Exports of goods and services (current US$),1960
NE.RSB.GNFS.ZS,EAS,External balance on goods and services (% of GDP),1960
SP.DYN.TFRT.IN,EAS,"Fertility rate, total (births per woman)",1960
EG.USE.COMM.FO.ZS,EAS,Fossil fuel energy consumption (% of total),1960
NY.GDP.MKTP.KD,EAS,GDP at market prices (constant 2005 US$),1960
NY.GDP.MKTP.CD,EAS,GDP at market prices (current US$),1960
NY.GDP.PCAP.KD,EAS,GDP per capita (constant 2005 US$),1960
NY.GDP.PCAP.CD,EAS,GDP per capita (current US$),1960
NE.CON.GOVT.ZS,EAS,General government final consumption expenditure (% of GDP),1960
NE.CON.GOVT.KD,EAS,General government final consumption expenditure (constant 2005 US$),1960
NE.CON.GOVT.CD,EAS,General government final consumption expenditure (current US$),1960
NY.GNP.MKTP.KD,EAS,GNI (constant 2005 US$),1960
NY.GNP.MKTP.CD,EAS,GNI (current US$),1960
NY.GNP.PCAP.KD,EAS,GNI per capita (constant 2005 US$),1960
NY.GDY.TOTL.KD,EAS,Gross domestic income (constant 2005 US$),1960
NE.GDI.FTOT.ZS,EAS,Gross fixed capital formation (% of GDP),1960
NE.GDI.FTOT.CD,EAS,Gross fixed capital formation (current US$),1960
NE.DAB.TOTL.KD,EAS,Gross national expenditure (constant 2005 US$),1960
NE.DAB.TOTL.CD,EAS,Gross national expenditure (current US$),1960
NE.IMP.GNFS.ZS,EAS,Imports of goods and services (% of GDP),1960
NE.IMP.GNFS.CD,EAS,Imports of goods and services (current US$),1960
SM.POP.TOTL.ZS,EAS,International migrant stock (% of population),1960
SM.POP.TOTL,EAS,"International migrant stock, total",1960
SP.DYN.LE00.FE.IN,EAS,"Life expectancy at birth, female (years)",1960
SP.DYN.LE00.MA.IN,EAS,"Life expectancy at birth, male (years)",1960
SP.DYN.LE00.IN,EAS,"Life expectancy at birth, total (years)",1960
TX.VAL.MRCH.CD.WT,EAS,Merchandise exports (current US$),1960
TX.VAL.MRCH.WL.CD,EAS,Merchandise exports by the reporting economy (current US$),1960
TX.VAL.MRCH.RS.ZS,EAS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1960
TX.VAL.MRCH.R1.ZS,EAS,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),1960
TX.VAL.MRCH.R3.ZS,EAS,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),1960
TX.VAL.MRCH.R4.ZS,EAS,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),1960
TX.VAL.MRCH.R5.ZS,EAS,Merchandise exports to developing economies in South Asia (% of total merchandise exports),1960
TX.VAL.MRCH.R6.ZS,EAS,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),1960
TX.VAL.MRCH.OR.ZS,EAS,Merchandise exports to developing economies outside region (% of total merchandise exports),1960
TX.VAL.MRCH.WR.ZS,EAS,Merchandise exports to developing economies within region (% of total merchandise exports),1960
TX.VAL.MRCH.AL.ZS,EAS,Merchandise exports to economies in the Arab World (% of total merchandise exports),1960
TX.VAL.MRCH.HI.ZS,EAS,Merchandise exports to high-income economies (% of total merchandise exports),1960
TM.VAL.MRCH.CD.WT,EAS,Merchandise imports (current US$),1960
TM.VAL.MRCH.WL.CD,EAS,Merchandise imports by the reporting economy (current US$),1960
TM.VAL.MRCH.RS.ZS,EAS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1960
TM.VAL.MRCH.R1.ZS,EAS,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),1960
TM.VAL.MRCH.R3.ZS,EAS,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),1960
TM.VAL.MRCH.R4.ZS,EAS,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),1960
TM.VAL.MRCH.R5.ZS,EAS,Merchandise imports from developing economies in South Asia (% of total merchandise imports),1960
TM.VAL.MRCH.R6.ZS,EAS,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),1960
TM.VAL.MRCH.OR.ZS,EAS,Merchandise imports from developing economies outside region (% of total merchandise imports),1960
TM.VAL.MRCH.WR.ZS,EAS,Merchandise imports from developing economies within region (% of total merchandise imports),1960
TM.VAL.MRCH.AL.ZS,EAS,Merchandise imports from economies in the Arab World (% of total merchandise imports),1960
TM.VAL.MRCH.HI.ZS,EAS,Merchandise imports from high-income economies (% of total merchandise imports),1960
TG.VAL.TOTL.GD.ZS,EAS,Merchandise trade (% of GDP),1960
IT.CEL.SETS,EAS,Mobile cellular subscriptions,1960
IT.CEL.SETS.P2,EAS,Mobile cellular subscriptions (per 100 people),1960
SP.DYN.AMRT.FE,EAS,"Mortality rate, adult, female (per 1,000 female adults)",1960
SP.DYN.AMRT.MA,EAS,"Mortality rate, adult, male (per 1,000 male adults)",1960
DC.DAC.AUTL.CD,EAS,"Net bilateral aid flows from DAC donors, Austria (current US$)",1960
DC.DAC.BELL.CD,EAS,"Net bilateral aid flows from DAC donors, Belgium (current US$)",1960
DC.DAC.CANL.CD,EAS,"Net bilateral aid flows from DAC donors, Canada (current US$)",1960
DC.DAC.DNKL.CD,EAS,"Net bilateral aid flows from DAC donors, Denmark (current US$)",1960
